timestamp,open,high,low,close,volume
2025-07-16 01:15:00+00:00,117913.71,117946.65,117778.62,117824.79,36.91636
2025-07-16 01:20:00+00:00,117824.8,117848.34,117700.0,117700.01,34.43814
2025-07-16 01:25:00+00:00,117700.01,117700.01,117644.49,117663.57,38.84147
2025-07-16 01:30:00+00:00,117663.57,117791.78,117582.12,117703.44,35.07153
2025-07-16 01:35:00+00:00,117703.44,117757.82,117590.0,117729.32,32.70776
2025-07-16 01:40:00+00:00,117728.42,117728.44,117611.2,117652.66,35.40983
2025-07-16 01:45:00+00:00,117652.66,117668.7,117600.0,117640.46,38.71949
2025-07-16 01:50:00+00:00,117640.45,117663.61,117595.84,117649.16,28.53915
2025-07-16 01:55:00+00:00,117649.16,117769.87,117603.29,117724.29,57.63863
2025-07-16 02:00:00+00:00,117724.29,117752.87,117436.55,117436.56,48.42344
2025-07-16 02:05:00+00:00,117436.56,117547.42,117420.53,117473.18,41.93859
2025-07-16 02:10:00+00:00,117473.19,117519.27,117461.39,117508.36,31.30273
2025-07-16 02:15:00+00:00,117508.36,117537.53,117239.75,117247.26,49.12093
2025-07-16 02:20:00+00:00,117247.27,117371.18,117245.25,117246.53,148.39692
2025-07-16 02:25:00+00:00,117246.52,117368.0,117239.26,117350.0,35.33584
2025-07-16 02:30:00+00:00,117350.0,117362.0,117143.6,117143.6,36.12881
2025-07-16 02:35:00+00:00,117143.6,117197.33,117017.29,117186.53,44.52303
2025-07-16 02:40:00+00:00,117186.54,117227.57,117069.46,117107.94,23.5436
2025-07-16 02:45:00+00:00,117107.94,117200.0,117107.94,117199.99,25.60303
2025-07-16 02:50:00+00:00,117199.99,117334.73,117199.99,117248.79,33.39543
2025-07-16 02:55:00+00:00,117248.79,117317.28,117229.6,117317.27,60.66211
2025-07-16 03:00:00+00:00,117317.27,117497.66,117308.62,117421.83,36.93039
2025-07-16 03:05:00+00:00,117421.83,117460.0,117322.72,117322.72,26.27269
2025-07-16 03:10:00+00:00,117321.3,117351.74,117211.25,117251.48,23.48866
2025-07-16 03:15:00+00:00,117251.49,117488.05,117251.48,117488.05,23.63562
2025-07-16 03:20:00+00:00,117489.16,117519.49,117383.43,117424.56,38.60959
2025-07-16 03:25:00+00:00,117424.56,117428.0,117295.39,117370.58,51.32147
2025-07-16 03:30:00+00:00,117370.58,117481.01,117364.8,117422.52,40.17126
2025-07-16 03:35:00+00:00,117422.52,117471.75,117415.67,117455.15,39.8534
2025-07-16 03:40:00+00:00,117455.15,117477.71,117447.44,117476.23,26.06541
2025-07-16 03:45:00+00:00,117476.24,117476.24,117387.55,117420.93,17.94532
2025-07-16 03:50:00+00:00,117420.93,117508.77,117415.76,117481.94,33.16039
2025-07-16 03:55:00+00:00,117481.65,117496.48,117441.86,117482.67,31.24362
2025-07-16 04:00:00+00:00,117482.67,117490.95,117411.57,117481.99,20.46684
2025-07-16 04:05:00+00:00,117482.0,117493.73,117422.86,117430.49,34.54158
2025-07-16 04:10:00+00:00,117430.49,117430.49,117275.63,117275.63,21.99903
2025-07-16 04:15:00+00:00,117275.64,117391.74,117275.64,117340.0,29.04221
2025-07-16 04:20:00+00:00,117340.01,117491.75,117328.58,117424.6,32.23456
2025-07-16 04:25:00+00:00,117424.6,117519.77,117424.6,117519.77,21.09283
2025-07-16 04:30:00+00:00,117519.76,117660.0,117496.26,117603.58,52.24684
